i.data, BY, AGE, R, i, m, d, d.rate, i.rate, m.rate, N, S.i, S.m, I, M, D, I.est, M.est, i.iter, d.est, i.est, m.est, d.sd, i.sd, m.sd, LL, maxgrad, m.start, d.start, i.start
1, 1986, 4, 67780, 0.770164787510841, 0.867924528301887, 0.249065308838663, 1, 0.785714285714286, 0.833333333333333, 56, 15, 10, 44, 10, 2, 75, 10, 26, 0.2723, 0.78394, 0.95187, 0.062304, 0.017255, 0.0059198, 1183.47, 8.39934e-05, 0.833333333333333, 1, 0.785714285714286
1, 1986, 5, 67780, 0.00017732762060234, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.2923, 1, NA, 0.022171, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 1987, 1, 67780, 0, 0, 0.978806423611111, 0.978917084685748, 0, 0, 67780, 0, 0, 0, 0, 66351, 0, 0, 26, 0.97028, 0, 0, 0.0058197, NA, NA, 1183.47, 8.39934e-05, 0, 0.978917084685748, 0
1, 1987, 2, 67780, 0.00017732762060234, 0.0213802989965185, 0.192382894650167, 0.196709585121602, 0.000699790062981106, 0.0210084033613445, 1429, 0, 30, 1, 30, 275, 0, 30, 26, 0.41061, 0.0017949, 0.008725, 0.091279, 0.00039511, 0.0015119, 1183.47, 8.39934e-05, 0.0210084033613445, 0.196709585121602, 0.000699790062981106
1, 1987, 3, 67780, 0.424224668312895, 0.269826270262412, 0.249065308838663, 0.276073619631902, 0.417631344612645, 0.252293577981651, 1123, 95, 165, 469, 165, 135, 475, 165, 26, 0.2723, 0.41991, 0.25708, 0.062304, 0.022345, 0.024574, 1183.47, 8.39934e-05, 0.252293577981651, 0.276073619631902, 0.417631344612645
1, 1987, 4, 67780, 0.243404678944749, 0.967105263157895, 0.345241763937242, 0.555555555555556, 0.245762711864407, 0.966292134831461, 354, 23, 258, 87, 258, 5, 115, 258, 26, 0.33249, 0.2923, 0.95187, 0.077103, 0.022171, 0.0059198, 1183.47, 8.39934e-05, 0.966292134831461, 0.555555555555556, 0.245762711864407
1, 1987, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 4, 0, 4, 0, 4, NA, 0, 4, 26, NA, 0.051869, 1, NA, 0.010195, NA, 1183.47, 8.39934e-05, 1, NA, 0
1, 1988, 1, 67780, 0, 0, 0.997995584180377, 0.997713189731484, 0, 0, 67780, 0, 0, 0, 0, 67625, 0, 0, 26, 0.99769, 0, 0, 0.00047931, NA, NA, 1183.47, 8.39934e-05, 0, 0.997713189731484, 0
1, 1988, 2, 67780, 0.00017732762060234, 0.0203045685279188, 0.249065308838663, 0.291390728476821, 0, 0.0258064516129032, 155, 0, 4, 0, 4, 44, 0, 4, 26, 0.2723, 0.0036957, 0.005833, 0.062304, 0.00075639, 0.0017577, 1183.47, 8.39934e-05, 0.0258064516129032, 0.291390728476821, 0
1, 1988, 3, 67780, 0.0466321243523316, 0.190217391304348, 0.345241763937242, 0.337349397590361, 0.0841121495327103, 0.153061224489796, 107, 2, 15, 9, 15, 28, 10, 15, 26, 0.33249, 0.11563, 0.17994, 0.077103, 0.012979, 0.042894, 1183.47, 8.39934e-05, 0.153061224489796, 0.337349397590361, 0.0841121495327103
1, 1988, 4, 67780, 0.10738255033557, 0.9950874435056, 0.267044349277317, NA, 0.0727272727272727, 1, 55, 1, 51, 4, 51, 0, 5, 51, 26, 0.30262, 0.051869, 0.95187, 0.068611, 0.010195, 0.0059198, 1183.47, 8.39934e-05, 1, NA, 0.0727272727272727
1, 1988, 5, 67780, 0.292913795100716, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.083039, 1, NA, 0.0098956, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 1989, 1, 67780, 0, 0, 0.97314090529829, 0.973074653290056, 0, 0, 67780, 0, 0, 0, 0, 65955, 0, 0, 26, 0.97399, 0, 0, 0.0050407, NA, NA, 1183.47, 8.39934e-05, 0, 0.973074653290056, 0
1, 1989, 2, 67780, 0.00017732762060234, 0.0116493544316086, 0.345241763937242, 0.355124653739612, 0.000547945205479452, 0.0104166666666667, 1825, 0, 19, 1, 19, 641, 0, 19, 26, 0.33249, 0.0008351, 0.0081257, 0.077103, 0.00019433, 0.0014464, 1183.47, 8.39934e-05, 0.0104166666666667, 0.355124653739612, 0.000547945205479452
1, 1989, 3, 67780, 0.0277379432275808, 0.253126704786535, 0.267044349277317, 0.273464658169177, 0.024914089347079, 0.239647577092511, 1164, 4, 272, 29, 272, 236, 20, 272, 26, 0.30262, 0.018753, 0.2417, 0.068611, 0.0039945, 0.023346, 1183.47, 8.39934e-05, 0.239647577092511, 0.273464658169177, 0.024914089347079
1, 1989, 4, 67780, 0.0637089138374138, 0.929211210632765, 0.380720590868449, 0.441860465116279, 0.0701754385964912, 0.926243567753002, 627, 7, 540, 44, 540, 19, 35, 540, 26, 0.3643, 0.083039, 0.95187, 0.083, 0.0098956, 0.0059198, 1183.47, 8.39934e-05, 0.926243567753002, 0.441860465116279, 0.0701754385964912
1, 1989, 5, 67780, 0.0790816326530612, 1, NA, NA, 0.0416666666666667, 1, 24, 0, 23, 1, 23, NA, 0, 23, 26, NA, 0.19249, 1, NA, 0.019684, NA, 1183.47, 8.39934e-05, 1, NA, 0.0416666666666667
1, 1990, 1, 67780, 0, 0, 0.991103552037679, 0.99131012097964, 0, 0, 67780, 0, 0, 0, 0, 67191, 0, 0, 26, 0.99035, 0, 0, 0.0016908, NA, NA, 1183.47, 8.39934e-05, 0, 0.99131012097964, 0
1, 1990, 2, 67780, 0.00017732762060234, 0.00490196078431373, 0.267044349277317, 0.249146757679181, 0, 0.00509337860780985, 589, 0, 3, 0, 3, 146, 0, 3, 26, 0.30262, 0.0001287, 0.017623, 0.068611, 3.801e-05, 0.0034282, 1183.47, 8.39934e-05, 0.00509337860780985, 0.249146757679181, 0
1, 1990, 3, 67780, 0.0729064039408867, 0.473963868225292, 0.380720590868449, 0.403669724770642, 0.05, 0.478468899521531, 440, 6, 200, 22, 200, 88, 30, 200, 26, 0.3643, 0.030342, 0.45281, 0.083, 0.0043491, 0.043542, 1183.47, 8.39934e-05, 0.478468899521531, 0.403669724770642, 0.05
1, 1990, 4, 67780, 0.390151515151515, 0.9950874435056, 0.244954112510985, NA, 0.392307692307692, 1, 130, 12, 79, 51, 79, 0, 60, 79, 26, 0.2988, 0.19249, 0.95187, 0.070029, 0.019684, 0.0059198, 1183.47, 8.39934e-05, 1, NA, 0.392307692307692
1, 1990, 5, 67780, 0.292913795100716, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.14219, 1, NA, 0.016402, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 1991, 1, 67780, 0, 0, 0.982413980600886, 0.982812038949543, 0, 0, 67780, 0, 0, 0, 0, 66615, 0, 0, 26, 0.98404, 0, 0, 0.0032918, NA, NA, 1183.47, 8.39934e-05, 0, 0.982812038949543, 0
1, 1991, 2, 67780, 0.00017732762060234, 0.00307269811701219, 0.380720590868449, 0.419965576592083, 0, 0.00257510729613734, 1165, 0, 3, 0, 3, 488, 0, 3, 26, 0.3643, 0.00020946, 0.0081097, 0.083, 5.1811e-05, 0.001477, 1183.47, 8.39934e-05, 0.00257510729613734, 0.419965576592083, 0
1, 1991, 3, 67780, 0.0248114579621086, 0.268175847185596, 0.244954112510985, 0.247950819672131, 0.029673590504451, 0.253822629969419, 674, 4, 166, 20, 166, 121, 20, 166, 26, 0.2988, 0.073175, 0.24129, 0.070029, 0.0094866, 0.025151, 1183.47, 8.39934e-05, 0.253822629969419, 0.247950819672131, 0.029673590504451
1, 1991, 4, 67780, 0.148997908090964, 0.936959797002617, 0.22266725095388, 0.25, 0.168937329700272, 0.921311475409836, 367, 11, 281, 62, 281, 6, 55, 281, 26, 0.26967, 0.14219, 0.95187, 0.064406, 0.016402, 0.0059198, 1183.47, 8.39934e-05, 0.921311475409836, 0.25, 0.168937329700272
1, 1991, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 18, 0, 18, 0, 18, NA, 0, 18, 26, NA, 0.062879, 1, NA, 0.011191, NA, 1183.47, 8.39934e-05, 1, NA, 0
1, 1992, 1, 67780, 0, 0, 0.994979633655696, 0.995367365004426, 0, 0, 67780, 0, 0, 0, 0, 67466, 0, 0, 26, 0.99449, 0, 0, 0.0010386, NA, NA, 1183.47, 8.39934e-05, 0, 0.995367365004426, 0
1, 1992, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.244954112510985, 0.235668789808917, 0, 0, 314, 0, 0, 0, 0, 74, 0, 0, 26, 0.2988, 0.00051652, 0.0044526, 0.070029, 0.00012468, 0.0010381, 1183.47, 8.39934e-05, 0, 0.235668789808917, 0
1, 1992, 3, 67780, 0.0408163265306122, 0.151530877010898, 0.22266725095388, 0.208121827411168, 0.025, 0.158119658119658, 240, 2, 37, 6, 37, 41, 10, 37, 26, 0.26967, 0.053053, 0.14044, 0.064406, 0.0075078, 0.024649, 1183.47, 8.39934e-05, 0.158119658119658, 0.208121827411168, 0.025
1, 1992, 4, 67780, 0.13914373088685, 0.9950874435056, 0.296600936006381, NA, 0.128205128205128, 1, 156, 4, 136, 20, 136, 0, 20, 136, 26, 0.31955, 0.062879, 0.95187, 0.074457, 0.011191, 0.0059198, 1183.47, 8.39934e-05, 1, NA, 0.128205128205128
1, 1992, 5, 67780, 0.292913795100716, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.1019, 1, NA, 0.010631, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 1993, 1, 67780, 0, 0, 0.984913310961969, 0.98439067571555, 0, 0, 67780, 0, 0, 0, 0, 66722, 0, 0, 26, 0.98301, 0, 0, 0.0028698, NA, NA, 1183.47, 8.39934e-05, 0, 0.98439067571555, 0
1, 1993, 2, 67780, 0.00017732762060234, 0.02263304229062, 0.22266725095388, 0.236538461538462, 0, 0.0170132325141777, 1058, 0, 18, 0, 18, 246, 0, 18, 26, 0.26967, 0.00037055, 0.010834, 0.064406, 9.146e-05, 0.0019696, 1183.47, 8.39934e-05, 0.0170132325141777, 0.236538461538462, 0
1, 1993, 3, 67780, 0.0211608524230174, 0.294090654157956, 0.296600936006381, 0.310861423220974, 0.0163727959697733, 0.316261203585147, 794, 2, 247, 13, 247, 166, 10, 247, 26, 0.31955, 0.022818, 0.30885, 0.074457, 0.0044761, 0.02962, 1183.47, 8.39934e-05, 0.316261203585147, 0.310861423220974, 0.0163727959697733
1, 1993, 4, 67780, 0.135789093535572, 0.989552862515671, 0.57932738671338, 1, 0.133152173913043, 0.996865203761755, 368, 13, 318, 49, 318, 1, 65, 318, 26, 0.32424, 0.1019, 0.95187, 0.075399, 0.010631, 0.0059198, 1183.47, 8.39934e-05, 0.996865203761755, 1, 0.133152173913043
1, 1993, 5, 67780, 0.00017732762060234, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.10838, 1, NA, 0.013867, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 1994, 1, 67780, 0, 0, 0.968625998092638, 0.96814694600177, 0, 0, 67780, 0, 0, 0, 0, 65621, 0, 0, 26, 0.97289, 0, 0, 0.0040942, NA, NA, 1183.47, 8.39934e-05, 0, 0.96814694600177, 0
1, 1994, 2, 67780, 0.00017732762060234, 0.0196091578939526, 0.296600936006381, 0.282280867106503, 0.000463177396943029, 0.0166821130676552, 2159, 0, 36, 1, 36, 599, 0, 36, 26, 0.31955, 0.00015692, 0.027634, 0.074457, 4.4318e-05, 0.0042168, 1183.47, 8.39934e-05, 0.0166821130676552, 0.282280867106503, 0.000463177396943029
1, 1994, 3, 67780, 0.0087543980971343, 0.510154171681782, 0.57932738671338, 0.584105960264901, 0.010505581089954, 0.499004644990046, 1523, 4, 752, 16, 752, 441, 20, 752, 26, 0.32424, 0.037477, 0.61338, 0.075399, 0.0045212, 0.03102, 1183.47, 8.39934e-05, 0.499004644990046, 0.584105960264901, 0.010505581089954
1, 1994, 4, 67780, 0.116754049612646, 0.871090635244086, 0.378454774816835, 0.41025641025641, 0.127388535031847, 0.857664233576642, 314, 10, 235, 40, 235, 16, 50, 235, 26, 0.27195, 0.10838, 0.95187, 0.063876, 0.013867, 0.0059198, 1183.47, 8.39934e-05, 0.857664233576642, 0.41025641025641, 0.127388535031847
1, 1994, 5, 67780, 0.0378006872852234, 1, NA, NA, 0, 1, 23, 0, 23, 0, 23, NA, 0, 23, 26, NA, 0.12566, 1, NA, 0.015304, NA, 1183.47, 8.39934e-05, 1, NA, 0
1, 1995, 1, 67780, 0, 0, 0.977016696944337, 0.977589259368545, 0, 0, 67780, 0, 0, 0, 0, 66261, 0, 0, 26, 0.98797, 0, 0, 0.0020721, NA, NA, 1183.47, 8.39934e-05, 0, 0.977589259368545, 0
1, 1995, 2, 67780, 0.00017732762060234, 0.00621683429916295, 0.57932738671338, 0.60185799601858, 0, 0.00789993416721527, 1519, 0, 12, 0, 12, 907, 0, 12, 26, 0.32424, 0.00025966, 0.013476, 0.075399, 5.9407e-05, 0.0022333, 1183.47, 8.39934e-05, 0.00789993416721527, 0.60185799601858, 0
1, 1995, 3, 67780, 0.0266315154494068, 0.30187986319921, 0.378454774816835, 0.380102040816327, 0.0183333333333333, 0.33446519524618, 600, 1, 197, 11, 197, 149, 5, 197, 26, 0.27195, 0.039952, 0.36878, 0.063876, 0.0059131, 0.030332, 1183.47, 8.39934e-05, 0.33446519524618, 0.380102040816327, 0.0183333333333333
1, 1995, 4, 67780, 0.163406214039125, 0.9950874435056, 0.549562598550708, NA, 0.148148148148148, 1, 243, 8, 207, 36, 207, 0, 40, 207, 26, 0.28227, 0.12566, 0.95187, 0.065172, 0.015304, 0.0059198, 1183.47, 8.39934e-05, 1, NA, 0.148148148148148
1, 1995, 5, 67780, 0.00017732762060234, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.18162, 1, NA, 0.013753, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 1996, 1, 67780, 0, 0, 0.977026081690611, 0.976777810563588, 0, 0, 67780, 0, 0, 0, 0, 66206, 0, 0, 26, 0.98888, 0, 0, 0.0019302, NA, NA, 1183.47, 8.39934e-05, 0, 0.976777810563588, 0
1, 1996, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.378454774816835, 0.377947737412365, 0, 0.00317662007623888, 1574, 0, 5, 0, 5, 593, 0, 5, 26, 0.27195, 0.00027716, 0.003704, 0.063876, 6.8763e-05, 0.00076831, 1183.47, 8.39934e-05, 0.00317662007623888, 0.377947737412365, 0
1, 1996, 3, 67780, 0.0395201129146083, 0.0743286482899197, 0.549562598550708, 0.559322033898305, 0.0317622950819672, 0.0634920634920635, 976, 4, 60, 31, 60, 495, 20, 60, 26, 0.28227, 0.046608, 0.11824, 0.065172, 0.0068674, 0.017209, 1183.47, 8.39934e-05, 0.0634920634920635, 0.559322033898305, 0.0317622950819672
1, 1996, 4, 67780, 0.200230444245295, 0.941571954538178, 0.58086033867462, 0.8, 0.192307692307692, 0.952380952380952, 390, 6, 300, 75, 300, 12, 30, 300, 26, 0.33502, 0.18162, 0.95187, 0.075789, 0.013753, 0.0059198, 1183.47, 8.39934e-05, 0.952380952380952, 0.8, 0.192307692307692
1, 1996, 5, 67780, 0.712328767123288, 1, NA, NA, 0.666666666666667, 1, 3, 0, 1, 2, 1, NA, 0, 1, 26, NA, 0.46433, 1, NA, 0.016642, NA, 1183.47, 8.39934e-05, 1, NA, 0.666666666666667
1, 1997, 1, 67780, 0, 0, 0.938552243462477, 0.93830038359398, 0, 0, 67780, 0, 0, 0, 0, 63598, 0, 0, 26, 0.97384, 0, 0, 0.0043883, NA, NA, 1183.47, 8.39934e-05, 0, 0.93830038359398, 0
1, 1997, 2, 67780, 0.00017732762060234, 0.00538496747864283, 0.549562598550708, 0.560788082652571, 0, 0.00478240076518412, 4182, 0, 20, 0, 20, 2334, 0, 20, 26, 0.28227, 0.00032445, 0.011037, 0.065172, 8.1462e-05, 0.0020263, 1183.47, 8.39934e-05, 0.00478240076518412, 0.560788082652571, 0
1, 1997, 3, 67780, 0.0842746816302696, 0.197372366348383, 0.58086033867462, 0.599397590361446, 0.0787746170678337, 0.211401425178147, 1828, 24, 356, 144, 356, 796, 120, 356, 26, 0.33502, 0.068758, 0.31365, 0.075789, 0.0074839, 0.029866, 1183.47, 8.39934e-05, 0.211401425178147, 0.599397590361446, 0.0787746170678337
1, 1997, 4, 67780, 0.328536476283181, 0.939858167143361, 0.473179425931746, 0.52, 0.327067669172932, 0.930167597765363, 532, 31, 333, 174, 333, 13, 155, 333, 26, 0.35187, 0.46433, 0.95187, 0.080534, 0.016642, 0.0059198, 1183.47, 8.39934e-05, 0.930167597765363, 0.52, 0.327067669172932
1, 1997, 5, 67780, 0.338762214983713, 1, NA, NA, 0.333333333333333, 1, 12, 2, 8, 4, 8, NA, 10, 8, 26, NA, 0.24495, 1, NA, 0.020588, NA, 1183.47, 8.39934e-05, 1, NA, 0.333333333333333
1, 1998, 1, 67780, 0, 0, 0.963807071764288, 0.964251991737976, 0, 0, 67780, 0, 0, 0, 0, 65357, 0, 0, 26, 0.9778, 0, 0, 0.0041247, NA, NA, 1183.47, 8.39934e-05, 0, 0.964251991737976, 0
1, 1998, 2, 67780, 0.00017732762060234, 0.00518350282023476, 0.58086033867462, 0.591887417218543, 0, 0.00288898060255881, 2423, 0, 7, 0, 7, 1430, 0, 7, 26, 0.33502, 0.00048421, 0.01154, 0.075789, 0.00011181, 0.0023877, 1183.47, 8.39934e-05, 0.00288898060255881, 0.591887417218543, 0
1, 1998, 3, 67780, 0.254382657223757, 0.376626362006345, 0.473179425931746, 0.461215932914046, 0.274847870182556, 0.332867132867133, 986, 59, 238, 271, 238, 220, 295, 238, 26, 0.35187, 0.19898, 0.32538, 0.080534, 0.016275, 0.03746, 1183.47, 8.39934e-05, 0.332867132867133, 0.461215932914046, 0.274847870182556
1, 1998, 4, 67780, 0.201489785382403, 0.93950309411656, 0.226024423145283, 0.125, 0.182879377431907, 0.961904761904762, 257, 14, 202, 47, 202, 1, 70, 202, 26, 0.31669, 0.24495, 0.95187, 0.073811, 0.020588, 0.0059198, 1183.47, 8.39934e-05, 0.961904761904762, 0.125, 0.182879377431907
1, 1998, 5, 67780, 0.67175572519084, 1, NA, NA, 0.571428571428571, 1, 7, 0, 3, 4, 3, NA, 0, 3, 26, NA, 0.0316, 1, NA, 0.0098475, NA, 1183.47, 8.39934e-05, 1, NA, 0.571428571428571
1, 1999, 1, 67780, 0, 0, 0.989655700076511, 0.990115078194158, 0, 0, 67780, 0, 0, 0, 0, 67110, 0, 0, 26, 0.99076, 0, 0, 0.0019103, NA, NA, 1183.47, 8.39934e-05, 0, 0.990115078194158, 0
1, 1999, 2, 67780, 0.00017732762060234, 0.010989010989011, 0.473179425931746, 0.456060606060606, 0.00149253731343284, 0.0134529147982063, 670, 1, 9, 1, 9, 301, 5, 9, 26, 0.35187, 0.0015073, 0.0076378, 0.080534, 0.00033366, 0.001577, 1183.47, 8.39934e-05, 0.0134529147982063, 0.456060606060606, 0.00149253731343284
1, 1999, 3, 67780, 0.105128205128205, 0.247851002865329, 0.226024423145283, 0.231075697211155, 0.0779944289693593, 0.241691842900302, 359, 6, 80, 28, 80, 58, 30, 80, 26, 0.31669, 0.095037, 0.22895, 0.073811, 0.011215, 0.030044, 1183.47, 8.39934e-05, 0.241691842900302, 0.231075697211155, 0.0779944289693593
1, 1999, 4, 67780, 0.0365079365079365, 0.913509060955519, 0.231205820000084, 0.2, 0.0569948186528497, 0.917582417582418, 193, 2, 167, 11, 167, 3, 10, 167, 26, 0.32317, 0.0316, 0.95187, 0.075329, 0.0098475, 0.0059198, 1183.47, 8.39934e-05, 0.917582417582418, 0.2, 0.0569948186528497
1, 1999, 5, 67780, 0.857142857142857, 1, NA, NA, 0.833333333333333, 1, 12, 3, 2, 10, 2, NA, 15, 2, 26, NA, 0.21711, 1, NA, 0.021214, NA, 1183.47, 8.39934e-05, 1, NA, 0.833333333333333
1, 2000, 1, 67780, 0, 0, 0.993655334211393, 0.993655945706698, 0, 0, 67780, 0, 0, 0, 0, 67350, 0, 0, 26, 0.99312, 0, 0, 0.0012873, NA, NA, 1183.47, 8.39934e-05, 0, 0.993655945706698, 0
1, 2000, 2, 67780, 0.00017732762060234, 0.00681154719429128, 0.226024423145283, 0.232394366197183, 0, 0.00930232558139535, 430, 0, 4, 0, 4, 99, 0, 4, 26, 0.31669, 0.00067871, 0.010904, 0.073811, 0.00016063, 0.0021368, 1183.47, 8.39934e-05, 0.00930232558139535, 0.232394366197183, 0
1, 2000, 3, 67780, 0.00017732762060234, 0.291312867406924, 0.231205820000084, 0.234513274336283, 0, 0.308868501529052, 327, 0, 101, 0, 101, 53, 0, 101, 26, 0.32317, 0.011348, 0.31052, 0.075329, 0.00367, 0.035765, 1183.47, 8.39934e-05, 0.308868501529052, 0.234513274336283, 0
1, 2000, 4, 67780, 0.328341013824885, 0.9950874435056, 0.201748857722773, NA, 0.30635838150289, 1, 173, 6, 120, 53, 120, 0, 30, 120, 26, 0.31736, 0.21711, 0.95187, 0.07419, 0.021214, 0.0059198, 1183.47, 8.39934e-05, 1, NA, 0.30635838150289
1, 2000, 5, 67780, 0.292913795100716, 1, NA, NA, NA, NA, 0, 0, 0, 0, 0, NA, 0, 0, 26, NA, 0.0001234, 1, NA, 6.1394e-07, NA, 1183.47, 8.39934e-05, NA, NA, NA
1, 2001, 1, 67780, 0, 0, 0.990463532556357, 0.989775745057539, 0, 0, 67780, 0, 0, 0, 0, 67087, 0, 0, 26, 0.98737, 0, 0, 0.002195, NA, NA, 1183.47, 8.39934e-05, 0, 0.989775745057539, 0
1, 2001, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.231205820000084, 0.235209235209235, 0, 0, 693, 0, 0, 0, 0, 163, 0, 0, 26, 0.32317, 7.7589e-05, 0.016131, 0.075329, 2.962e-05, 0.002805, 1183.47, 8.39934e-05, 0, 0.235209235209235, 0
1, 2001, 3, 67780, 0.0704827657272399, 0.495316224156089, 0.201748857722773, 0.188235294117647, 0.0641509433962264, 0.485887096774194, 530, 8, 241, 34, 241, 48, 40, 241, 26, 0.31736, 0.083317, 0.4239, 0.07419, 0.010167, 0.035488, 1183.47, 8.39934e-05, 0.485887096774194, 0.188235294117647, 0.0641509433962264
1, 2001, 4, 67780, 0.00017732762060234, 0.898407468423943, 0.339980650653301, 0.266666666666667, 0, 0.927536231884058, 207, 0, 192, 0, 192, 4, 0, 192, 26, 0.38144, 0.0001234, 0.95187, 0.16509, 6.1394e-07, 0.0059198, 1183.47, 8.39934e-05, 0.927536231884058, 0.266666666666667, 0
1, 2001, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 11, 0, 11, 0, 11, NA, 0, 11, 26, NA, 0.0001234, 1, NA, 7.1566e-07, NA, 1183.47, 8.39934e-05, 1, NA, 0
1, 2002, 1, 67780, 0, 0, 0.990854411860329, 0.990793744467395, 0, 0, 67780, 0, 0, 0, 0, 67156, 0, 0, 26, 0.98868, 0, 0, 0.0021957, NA, NA, 1183.47, 8.39934e-05, 0, 0.990793744467395, 0
1, 2002, 2, 67780, 0.00017732762060234, 0.00568787771062922, 0.201748857722773, 0.188405797101449, 0, 0.00480769230769231, 624, 0, 3, 0, 3, 117, 0, 3, 26, 0.31736, 0.00059128, 0.021984, 0.07419, 0.00013824, 0.0053568, 1183.47, 8.39934e-05, 0.00480769230769231, 0.188405797101449, 0
1, 2002, 3, 67780, 0.00017732762060234, 0.593016327017042, 0.339980650653301, 0.36405529953917, 0, 0.569444444444444, 504, 0, 287, 0, 287, 79, 0, 287, 26, 0.38144, 4.3862e-05, 0.52944, 0.16509, 3.1639e-06, 0.070534, 1183.47, 8.39934e-05, 0.569444444444444, 0.36405529953917, 0
1, 2002, 4, 67780, 0.00017732762060234, 0.9950874435056, 0.319471381767528, 0, 0, 0.992753623188406, 138, 0, 137, 0, 137, 0, 0, 137, 26, 0.37356, 0.0001234, 0.95187, 0.31461, 7.1566e-07, 0.0059198, 1183.47, 8.39934e-05, 0.992753623188406, 0, 0
1, 2002, 5, 67780, 0.292913795100716, 1, NA, NA, 1, NA, 1, 1, 0, 1, 0, NA, 5, 0, 26, NA, 0.074335, 1, NA, 0.018505, NA, 1183.47, 8.39934e-05, NA, NA, 1
1, 2003, 1, 67780, 0, 0, 0.98909313132291, 0.988979049867218, 0, 0, 67780, 0, 0, 0, 0, 67033, 0, 0, 26, 0.98751, 0, 0, 0.0057786, NA, NA, 1183.47, 8.39934e-05, 0, 0.988979049867218, 0
1, 2003, 2, 67780, 0.00017732762060234, 0.0173970930877621, 0.339980650653301, 0.317006802721088, 0, 0.0160642570281124, 747, 0, 12, 0, 12, 233, 0, 12, 26, 0.38144, 2.9821e-07, 0.014452, 0.16509, 6.2768e-08, 0.0061918, 1183.47, 8.39934e-05, 0.0160642570281124, 0.317006802721088, 0
1, 2003, 3, 67780, 0.00017732762060234, 0.387886452428807, 0.319471381767528, 0.352159468438538, 0, 0.400398406374502, 502, 0, 201, 0, 201, 106, 0, 201, 26, 0.37356, 4.3862e-05, 0.38961, 0.31461, 3.1666e-06, 0.12196, 1183.47, 8.39934e-05, 0.400398406374502, 0.352159468438538, 0
1, 2003, 4, 67780, 0.0564471499723298, 0.95405669599218, 0.630864054420789, 0.777777777777778, 0.041025641025641, 0.951871657754011, 195, 2, 178, 8, 178, 7, 10, 178, 26, 0.77245, 0.074335, 0.95187, 0.16451, 0.018505, 0.0059198, 1183.47, 8.39934e-05, 0.951871657754011, 0.777777777777778, 0.041025641025641
1, 2003, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 2, 0, 2, 0, 2, NA, 0, 2, 26, NA, 0.00012343, 1, NA, 0.00012125, NA, 1183.47, 8.39934e-05, 1, NA, 0
1, 1979, 1, 67780, 0, 0, 0.938655494505494, 0.939480672764827, 0, 0, 67780, 0, 0, 0, 0, 63678, 0, 0, 27, 0.96091, 0, 0, 0.0052683, NA, NA, 1183.47, 6.31533e-05, 0, 0.939480672764827, 0
1, 1979, 2, 67780, 0.00017732762060234, 0.00519494478131969, 0.451869645500778, 0.455547391623806, 0.000243783520234032, 0.00438917337234821, 4102, 0, 18, 1, 18, 1860, 0, 18, 27, 0.29155, 2.9824e-07, 0.0087219, 0.069515, 1.1095e-07, 0.0015496, 1183.47, 6.31533e-05, 0.00438917337234821, 0.455547391623806, 0.000243783520234032
1, 1979, 3, 67780, 0.470274699055525, 0.184923939831733, 0.598404840737821, 0.594309799789252, 0.475033738191633, 0.186803770351328, 2223, 207, 218, 1056, 218, 564, 1035, 218, 27, 0.30819, 0.56298, 0.25701, 0.075025, 0.023339, 0.025059, 1183.47, 6.31533e-05, 0.186803770351328, 0.594309799789252, 0.475033738191633
1, 1979, 4, 67780, 0.825878427692629, 0.952095808383233, 0.2533993061295, 0.5, 0.8, 0.974025974025974, 385, 69, 75, 308, 75, 1, 345, 75, 27, 0.21695, 0.60206, 0.95187, 0.055325, 0.018961, 0.0059198, 1183.47, 6.31533e-05, 0.974025974025974, 0.5, 0.8
1, 1979, 5, 67780, 0.375, 1, NA, NA, 1, NA, 1, 1, 0, 1, 0, NA, 5, 0, 27, NA, 0.45507, 1, NA, 0.018167, NA, 1183.47, 6.31533e-05, NA, NA, 1
1, 1980, 1, 67780, 0, 0, 0.964292309891366, 0.965137208616111, 0, 0, 67780, 0, 0, 0, 0, 65417, 0, 0, 27, 0.98088, 0, 0, 0.0028768, NA, NA, 1183.47, 6.31533e-05, 0, 0.965137208616111, 0
